racquet_url,racquet_img,racquet_name,racquet_rating,racquet_rating_count,racquet_price,racquet_description,head_size,length,strung_weight,balance,swingweight,stiffness,beam_width,composition,power_level,stroke_style,swing_speed,racquet_colors,grip_type,string_pattern,string_tension,racquet_colors_,racquet_colors_grey/,age,height,weight,other,age_9-10,strung _weight
https://www.tennis-warehouse.com/Babolat_Evo_Drive_Lite_White/descpageRCBAB-BELWR.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BELWR-1.jpg&nw=455,Babolat Evo Drive Lite White,,,199.00,"User-friendly speed. Easy power. Outstanding price. Pre-strung for extra savings! Updated with a new cosmetic for 2025, the EVO Drive Lite W is ideal for beginners, early intermediates, and occasional players. With its affordable price, this is one of the better values in Babolat's racquet line. In addition to being lighter and faster than the standard EVO Drive, this stick gives you the benefit of a powerful and comfortable 104-square-inch head. It also has an ultra-open string pattern, making it a great tool for mastering the mechanics of spin. In addition to its vibration-dampening technology, the EVO Drive gives you the benefit of Babolat's time-tested Woofer system, optimizing frame-string interaction to enhance playability. As with Babolat's legendary Pure Drive family, this racquet has a firm Elliptic Beam, which transfers greater power to the ball while also keeping the frame more stable through impact. Ultimately, with its easy learning curve and great price, this is perfect for those who want to master the game without breaking the bank.",104 in² / 670.97 cm²,27in / 68.58cm,9.5oz / 269g,13in / 33.02cm / 4 pts HL,290,62,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Babolat Syntec Evo,"16 Mains / 17 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",50-55 pounds,,,,,,,,
https://www.tennis-warehouse.com/Babolat_EVO_Strike/descpageRCBAB-EVOPS.html,https://img.tennis-warehouse.com/watermark/rs.php?path=EVOPS-1.jpg&nw=455,Babolat EVO Strike,4.0,1,199.00,"Babolat delivers impressive speed, precision and comfort to bargain hunters Pre-strung for extra savings! With its user-friendly performance and great price, the EVO Strike is ideal for bargain hunters or anyone who wants an affordable racquet with a very easy learning curve. Boasting a maneuverable weight, the EVO Strike is perfect for beginner and intermediate players. In addition to its easy acceleration and spin-friendly string pattern, it features a 102 square-inch head, making it slightly more forgiving than a standard 100 square-inch frame. Technologies include a hybrid frame construction (called Control Frame Technology ), which blends the control and feel of a square beam with the speed and dynamism of a modern elliptical beam. It also benefits from EVO Feel which is a special material compound designed to increase shock absorption and comfort. From the baseline, this racquet's accuracy inspires confidence on full swings. This racquet's raw speed not only makes it easier to generate pace and spin, but it will help you hit effective shots on the run. The maneuverable weight also comes in handy at net where this stick comes around fast to deliver impressive stability and comfort for the weight. With the Strike EVO, Babolat has delivered extremely impressive performance for the price. Bargain hunters looking for a user-friendly hitting experience will love this one.",102 in² / 658.06 cm²,27in / 68.58cm,10.7oz / 303g,13in / 33.02cm / 4 pts HL,309,66,23mm / 24.5mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,White/Coral,Babolat Synthetic,"16 Mains / 19 Crosses Mains skip: 8T,7H,9H Two Pieces No Shared Holes",50-55 pounds,,,,,,,,
https://www.tennis-warehouse.com/Babolat_Boost_Wimbledon/descpageRCBAB-BBRWM.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BBRWM-1.jpg&nw=455,Babolat Boost Wimbledon,4.5,2,129.00,"Easy Power. Spin-friendly Targeting. Outstanding Price Pre-strung for extra savings! Babolat releases a special Wimbledon cosmetic of the Boost Drive ! Like the standard cosmetic, this racquet is Ideal for beginners, rising juniors and recreational players who want user-friendly performance . With its ultra maneuverable weight, the Boost Drive delivers very easy access to pace and spin. The generous 105 square inch head provides a nice margin of error, ensuring that power and comfort remain high when contact is less than perfect. You'll also find plenty of spin thanks to the open string pattern. At net, the 105-square-inch head provides a luxurious platform for blocking the ball back. The ultra light weight makes for effortless preparation, ensuring that the racquet comes around quickly when the pressure is on. Technologies include Babolat's time-tested Woofer grommet system, resulting in a slightly more powerful and forgiving string bed. The firm and aerodynamic beam provides this powerful stick with crisp precision, giving it impressive accuracy on full swings. With the Boost Drive Wimbledon, Babolat has delivered a great first racquet to those who want high performance without breaking the bank.",,,,,,,,,,,,,,,,,,,,,,,
https://www.tennis-warehouse.com/Babolat_Boost_Strike/descpageRCBAB-BSTRRKT.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BSTRRKT-1.jpg&nw=455,Babolat Boost Strike,5.0,1,119.00,"This affordable racquet provides a great entry point into Babolat's legendary combination of speed, power and spin Pre-strung for extra savings! One of the best values in Babolat's racquet line, the Boost Strike has a seductive combination of speed, power and spin. At 10.6 ounces (strung), this racquet is not only light enough for beginners and rising juniors, but it should also work well for the intermediate player who wants a light option. With its explosive acceleration and grippy 16x19 string pattern, the Boost Strike will give you very easy access to spin. The 102 square-inch head is not only forgiving and lively, but it also feels wonderfully crisp and precise on full swings. Technologies include Babolat's time-tested Woofer grommet system, Babolat adds some extra comfort and power to the stringbed. On the court, the Boost strike feels fast and powerful and there's enough spin to bring the ball down hard. At net, the Boost Strike combines user-friendly speed with a solid and powerful feel. The speedy feel is also an asset on serves, where this stick explodes through contact to offer plenty of pop and easy targeting. Bargain hunters looking for impressive all-around playability should give this stick a serious look.",102 in² / 658.06 cm²,27in / 68.58cm,10.6oz / 301g,13.38in / 33.99cm / 1 pts HL,313,68,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Red,Babolat Uptake,"16 Mains / 19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",50-55 pounds,,,,,,,,
https://www.tennis-warehouse.com/Babolat_Pure_Aero_Junior_26/descpageRCBAB-BPAJR6.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BPAJR6-1.jpg&nw=455,"Babolat Pure Aero Junior 26""",,,149.00,"Babolat delivers the legendary speed, spin, and power of the Pure Aero series to the junior player Pre-strung for extra savings! Engineered for spin, power, and precision , this racquet is ideal for serious junior players aged 11 and older. The Pure Aero 26"" provides the legendary combination of speed and spin for which Babolat is known. Modeled after the adult version, this junior version features the iconic Aeromodular beam that has attracted generations of players. For 2026, Babolat enhances its NF² Technology, which uses flax inserts to soften impact. Crucially, this racquet has been designed to meet the developmental needs of the junior player. By combining a length of 26 inches with a maneuverable weight of under 9 ounces, the Pure Aero 26"" makes it easier for your child to master stroke fundamentals and proceed to the next level. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",100 in² / 645 cm²,26 in / 66.0 cm,,,,,,Graphite,,,,Grey/Yellow,,,,,,11+,55+ inches / 140cm+,,,,
https://www.tennis-warehouse.com/Babolat_Pure_Aero_Junior_25/descpageRCBAB-BPAJR5.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BPAJR5-1.jpg&nw=455,"Babolat Pure Aero Junior 25""",,,149.00,"Overview Pre-strung for extra savings! Engineered for spin, power and precision , this racquet is ideal for serious junior players aged 9-10. It sports the same premium features as the adult version, giving it the iconic, time-tested speed and spin for which Babolat is known. It also features an age specific length and weight, making it easier for your child to develop the skills and confidence required to advance to the next level. It is best suited for junior players who are looking to master the mechanics of pace and spin. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",100 in² / 645 cm²,25 in / 63.5 cm,,,,,,Graphite,,,,Grey/Yellow,,,,,,11+,50-55 inches / 127cm-140cm,,,,
https://www.tennis-warehouse.com/Babolat_Pure_Drive_26_Junior/descpageRCBAB-BPJ26R.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BPJ26R-1.jpg&nw=455,"Babolat Pure Drive 26"" Junior",,,149.00,"Babolat delivers legendary Pure Drive performance to the serious junior player Pre-strung for extra savings! Introducing the 2025 version of the Pure Drive Junior 26"". With this racquet, Babolat serves up the perfect blend of speed, power, and spin to junior players aged 11 and up. This racquet is inspired by the adult version, which is a definitive staple of modern tennis. Boasting a powerful graphite construction, this stick packs arm-friendly stability and easy access to power. Ultimately, with its age-specific length and weight, this is a great tool for mastering the mechanics of pace and spin. Serious junior players looking to play aggressive tennis will love this one. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",100 in² / 645.16 cm²,26 in / 66.04 cm,,,,,,Graphite,,,,Blue,,,,,,11+,,,,,
https://www.tennis-warehouse.com/Babolat_Pure_Drive_26_Junior_Light_Blue/descpageRCBAB-BPJ26LB.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BPJ26LB-1.jpg&nw=455,"Babolat Pure Drive 26"" Junior Light Blue",5.0,2,149.00,"Babolat delivers legendary Pure Drive performance to the serious junior player Pre-strung for extra savings! Offered in a light blue cosmetic, the Pure Drive Junior 26"" Light Blue features the same specs and performance as the standard cosmetic version. With this racquet, Babolat serves up the perfect blend of speed, power, and spin to junior players aged 11 and up. Inspired by the adult version, the Pure Drive is a definitive staple of modern tennis. Boasting a powerful graphite construction, this stick packs arm-friendly stability and easy access to power. Ultimately, with its age-specific length and weight, this is a great tool for mastering the mechanics of pace and spin. Serious junior players looking to play aggressive tennis will love this one. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",100 in² / 645.16 cm²,26 in / 66.04 cm,,,,,,Graphite,,,,Light Blue,,,,,,11+,,,,,
https://www.tennis-warehouse.com/Babolat_Drive_24_Junior/descpageRCBAB-BDJ24R.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BDJ24R-1.jpg&nw=455,"Babolat Drive 24"" Junior",,,99.00,"Overview Pre-strung for extra savings! Babolat delivers its legendary blend of speed, power, and spin to the rising junior player aged 8-9 years old. In addition to its high comfort level, the Drive Junior 24"" is uniquely tailored to the size and strength of junior players. This makes it easier for your child to achieve effective contact with the ball. The result is greater confidence and more enjoyment of the game. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",98 in² / 630 cm²,24 in / 61 cm,,,,,,Graphite Composite,,,,Blue,,,,,,8-9,,,,,
https://www.tennis-warehouse.com/Babolat_Pure_Drive_25_Junior/descpageRCBAB-BPJ25R.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BPJ25R-1.jpg&nw=455,"Babolat Pure Drive 25"" Junior",,,149.00,"Babolat delivers legendary Pure Drive performance to the junior player Pre-strung for extra savings! Introducing the 2025 version of the Pure Drive Junior 25"". With this racquet, Babolat serves up the perfect blend of speed, power, and spin to junior players aged 9-10. This racquet is inspired by the adult version, which is a definitive staple of modern tennis. Boasting a powerful graphite construction, this stick packs arm-friendly stability and easy access to power. Ultimately, with its age-specific length and weight, this is a great tool for mastering the mechanics of pace and spin. Serious junior players looking to play aggressive tennis will love this one. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",98 in² / 632.26 cm²,25 in / 63.50 cm,,,,,,Graphite,,,,Blue,,,,,,9-10,,,,,
https://www.tennis-warehouse.com/Babolat_Pure_Drive_25_Junior_Light_Blue/descpageRCBAB-BJPD25.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BJPD25-1.jpg&nw=455,"Babolat Pure Drive 25"" Junior Light Blue",,,149.00,"Babolat delivers legendary Pure Drive performance to the junior player Pre-strung for extra savings! Offered in a light blue cosmetic, the Pure Drive Junior 25"" Light Blue features the same specs as the standard cosmetic. With this racquet, Babolat serves up the perfect blend of speed, power, and spin to junior players aged 9-10. Inspired by the adult version, the Pure Drive is a definitive staple of modern tennis. Boasting a powerful graphite construction, this stick packs arm-friendly stability and easy access to power. Ultimately, with its age-specific length and weight, this is a great tool for mastering the mechanics of pace and spin. Junior players looking to play aggressive tennis will love this one. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",98 in² / 632.26 cm²,25 in / 63.50 cm,,,,,,Graphite,,,,Light Blue,,,,,,9-10,,,,,
https://www.tennis-warehouse.com/Babolat_Pure_Strike_26_Junior_Carbon_Grey/descpageRCBAB-BPSJ26.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BPSJ26-1.jpg&nw=455,"Babolat Pure Strike 26"" Junior Carbon Grey",,,149.00,"Pre-strung for extra savings! Offering great feel and easy targeting, the Pure Strike 26 Carbon Grey offers a great hitting experience to juniors, age 11 and up. With its age-appropriate length and weight, this racquet will help your child develop confidence and master the game. Featuring the same technologies as adult performance models, the Pure Strike Junior 26 includes Control Frame Technology, which utilizes different beam shapes to optimize the response. It also has FSI Control technology, which features tighter string spacing for more control. Finally, this racquet comes with best-of-class dampening technologies for a more arm-friendly hitting experience. Ultimately, this is a great tool for perfecting stroke mechanics and rising to the next level. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",100 in² / 645.16 cm²,26 in / 66 cm,,,,,,Graphite,,,,Carbon Grey!,,,,,,11+,,,,,
https://www.tennis-warehouse.com/Babolat_Aero_26_Junior/descpageRCBAB-BAEJR6.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BAEJR6-1.jpg&nw=455,"Babolat Aero 26"" Junior",,,99.00,"Overview Pre-strung for extra savings! Engineered for spin, power and precision, this racquet is ideal for junior players, aged 11 and older. The Aero 26"" provides the legendary combination of speed and spin for which Babolat is known . More importantly, this racquet has been uniquely constructed to meet the developmental needs of the junior player. By combing a length of 26 inches with a maneuverable weight of under 9 ounces, the Aero 26"" makes it easier for your child to develop the skills and confidence required to advance to the next level. Junior players who are looking to master the mechanics of pace and spin should start here. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",100 in² / 645.16 cm²,26 in / 66.04 cm,,,,,,Graphite Composite,,,,Yellow/Black,,,,,,11+,,,,,
https://www.tennis-warehouse.com/Babolat_Aero_25_Junior/descpageRCBAB-BAEJR5.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BAEJR5-1.jpg&nw=455,"Babolat Aero 25"" Junior",,,99.00,"Overview Pre-strung for extra savings! Engineered for spin, power and precision , this racquet is ideal for junior players aged 9-10. By combining a length of 25 inches with a maneuverable weight, the Aero 25"" Junior makes it easier for your child to develop the skills and confidence required to advance to the next level. It is best suited for junior players who are looking to master the mechanics of pace and spin. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",100 in² / 645.16 cm²,25 in / 63.50 cm,,,,,,Graphite Composite,,,,Yellow/Black,,,,,,9-10,,,,,
https://www.tennis-warehouse.com/Babolat_Drive_25_Junior/descpageRCBAB-BDJ25R.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BDJ25R-1.jpg&nw=455,"Babolat Drive 25"" Junior",5.0,1,99.00,"Overview Pre-strung for extra savings! Babolat delivers its legendary blend of speed, power, and spin to the rising junior player aged 9-10 years old. In addition to its high comfort level, the Drive Junior 25"" is uniquely tailored to the size and strength of  junior players. This makes it easier for your child to achieve effective contact with the ball. The result is greater confidence and more enjoyment of the game. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",100in² / 645cm²,25 in / 63.5 cm,,,,,,Graphite Composite,,,,Blue,,16 Mains / 17 Crosses,,,,9-10,50-55 inches / 127cm-140cm,8.1 ounces / 230 grams,,,
https://www.tennis-warehouse.com/Babolat_Drive_23_Junior/descpageRCBAB-BDJ23R.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BDJ23R-1.jpg&nw=455,"Babolat Drive 23"" Junior",,,99.00,"Overview Pre-strung for extra savings! Babolat serves up an impressive blend of speed, power, and spin to the rising junior player aged 6-8 years old. In addition to its high comfort level, the Drive Junior 23"" is uniquely tailored to the size and strength of junior players. The result is greater confidence and more enjoyment of the game. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",98in² / 630cm²,23 in / 58.42 cm,,,,,,Graphite Composite,,,,Blue,,16 Mains / 17 Crosses,,,,6-8,45-49 inches / 114cm-124cm,7.6 ounces / 215 grams,,,
https://www.tennis-warehouse.com/Babolat_Carlitos_19_Junior/descpageRCBAB-BCJR19.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BCJR19-1.jpg&nw=455,"Babolat Carlitos 19"" Junior",,,59.00,"Overview Pre-strung for extra savings! Inspired by rising tennis phenom, Carlos Alcaraz, the Carlitos 19"" is designed to help your child master the mechanics of pace and spin. With its age-specific length and light weight, this racquet is specially engineered for players aged 3-5. Factor in the outstanding price, and this is one of the best values in its class. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",,,,,,,,,,,,,,,,,,,,,,,
https://www.tennis-warehouse.com/Babolat_Carlitos_21_Junior/descpageRCBAB-BCJR21.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BCJR21-1.jpg&nw=455,"Babolat Carlitos 21"" Junior",,,59.00,"Overview Pre-strung for extra savings! Inspired by rising tennis phenom, Carlos Alcaraz, the Carlitos 21"" is designed to help your child master the mechanics of pace and spin. With its age-specific length and light weight, this racquet is specially engineered for players aged 3-5. Factor in the outstanding price, and this is one of the best values in its class. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",,,,,,,,,,,,,,,,,,,,,,,
https://www.tennis-warehouse.com/Babolat_Carlitos_23_Junior/descpageRCBAB-BCJR23.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BCJR23-1.jpg&nw=455,"Babolat Carlitos 23"" Junior",,,59.00,"Overview Pre-strung for extra savings! Inspired by rising tennis phenom, Carlos Alcaraz, the Carlitos 23"" is designed to help your child master the mechanics of pace and spin. With its age-specific length and light weight, this racquet is specially engineered for players aged 6-8. Factor in the outstanding price, and this is one of the best values in its class. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",,,,,,,,,,,,,,,,,,,,,,,
https://www.tennis-warehouse.com/Babolat_Carlitos_25_Junior/descpageRCBAB-BCJR25.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BCJR25-1.jpg&nw=455,"Babolat Carlitos 25"" Junior",,,59.00,"Overview Pre-strung for extra savings! Inspired by rising tennis phenom, Carlos Alcaraz, the Carlitos 25"" is designed to help your child master the mechanics of pace and spin. With its age-specific length and light weight, this racquet is specially engineered for players aged 9-10. Factor in the high comfort and outstanding price, and this is one of the best values in its class. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",,,,,,,,,,,,,,,,,,,,,,,
https://www.tennis-warehouse.com/Babolat_Carlitos_26_Junior/descpageRCBAB-BCJR26.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BCJR26-1.jpg&nw=455,"Babolat Carlitos 26"" Junior",,,59.00,"Overview Pre-strung for extra savings! Inspired by rising tennis phenom, Carlos Alcaraz, the Carlitos 26"" is designed to help your child master the mechanics of pace and spin. With its age-specific length and light weight, this racquet is specially engineered for players aged 11 and up. Factor in the high comfort and outstanding price, and this is one of the best values in its class. Everything for the Junior Player For grip size questions click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",,,,,,,,,,,,,,,,,,,,,,,
https://www.tennis-warehouse.com/Babolat_B_Fly_23_2023_Junior/descpageRCBAB-BABFLY23.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BABFLY23-1.jpg&nw=455,"Babolat B Fly 23"" 2023 Junior",,,49.00,"Overview Pre-strung for extra savings! Babolat updates the B Fly 23"" with an eye-catching cosmetic. Ideal for players ages 6-8 years old, this racquet comes with an innovative grip that ensures proper hand positioning. In addition to the great price and age-specific length, the B Fly  23"" is perfect for learning the game and rising to the next level. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",96 in² / 619.35 cm²,23 in / 58.42 cm,,,,,,Aluminum,,,,,,,,,,6-8,,,,,
https://www.tennis-warehouse.com/Babolat_B_Fly_25_2023_Junior/descpageRCBAB-BABFLY25.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BABFLY25-1.jpg&nw=455,"Babolat B Fly 25"" 2023 Junior",,,49.00,"Overview Pre-strung for extra savings! Babolat updates the B Fly 25"" with an eye-catching new cosmetic. Ideal for junior players age 9-10, this racquet comes complete with an innovative grip that ensures proper hand positioning. In addition to the great price, this racquet is perfect for learning the game and rising to the next level. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",106 in² / 683.87 cm²,25 in / 63.50 cm,,,,,,Aluminum,,,,,,,,,,9-10,,,,,
https://www.tennis-warehouse.com/Babolat_B_Fly_21_2023_Junior/descpageRCBAB-BABFLY21.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BABFLY21-1.jpg&nw=455,"Babolat B Fly 21"" 2023 Junior",,,49.00,"Overview Pre-strung for extra savings! Updated with an awesome new cosmetic for 2023, this 21"" racquet is ideal for junior players aged 4-5 years old. It comes complete with an innovative grip that ensures proper hand positioning. In addition to the great price, this racquet is perfect for learning the game and rising to the next level. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",95 in² / 612.90 cm²,21 in / 53.34 cm,,,,,,Aluminium,,,,,,,,,,4-5,,,,,
https://www.tennis-warehouse.com/Babolat_B_Fly_19_2023_Junior/descpageRCBAB-BABFLY19.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BABFLY19-1.jpg&nw=455,"Babolat B Fly 19"" 2023 Junior",5.0,4,49.00,"Overview Pre-strung for extra savings! Updated with a new cosmetic for 2023, the B Fly 19 is ideal for junior players ages 3-5. It comes c omplete with an innovative grip to ensure proper hand positioning. In addition to its eye-catching cosmetic, this racquet's age-specific length will help your child develop confidence when addressing the ball. The outstanding price is a nice bonus!",81 in² / 522.58 cm²,19 in / 48.26 cm,,,,,,Aluminium,,,,,,,,,,3-5,,,,,
https://www.tennis-warehouse.com/Babolat_Ballfighter_17_Junior/descpageRCBAB-BALLF17.html,https://img.tennis-warehouse.com/watermark/rs.php?path=BALLF17-1.jpg&nw=455,"Babolat Ballfighter 17"" Junior",5.0,3,49.00,"Overview Pre-strung for extra savings! Get your youngster started on the tennis court with this brightly colored, lightweight Babolat racquet. It comes c omplete with a memo grip that has been developed as a quick visual reference for kids to help remind them of proper hand positioning. Everything for the Junior Player For grip size questions, click on the link to check out our guide. If you're between grip sizes, go with the smaller size and add an overgrip to arrive at the ideal fit. Grip Size Guide",62 in² / 400 cm²,17 in / 42.18 cm,,,,,,Aluminum,,,,,,,,,,3-4,,,,,
https://www.tennis-warehouse.com/Wilson_Blade_98_16x19_v10/descpageRCWILSON-WB9810.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB9810-1.jpg&nw=455,Wilson Blade 98 16x19 v10,5.0,4,299.00,"Updated with a more modern and powerful beam for 2026. Introducing the Blade 98 16x19 v10 ! One of the most popular models in the Blade family, this racquet combines a 98in² head with a 16x19 string pattern and sub-64 RA, giving it a seductive combination of spin, precision, and feel. Boasting a sub-325 swingweight, the Blade 98 is fast, making it easy to scramble on defense, react quickly at net, or swing bigger when loading the ball with pace and spin. Factor in the Blade's undeniable precision, and you have the tools to hit your targets with pace. For 2026, Wilson overhauls the Blade 98 with a new tapered beam, delivering a slight boost in power while preserving the control for which this line is known. Additional technologies include StableFeel+ technology, which stiffens the horizontal flex, resulting in enhanced stability and less frame wobble on off-center hits . Wilson also tightens spec tolerances for weight, balance, and swingweight, making it easier to match multiple frames. As with the previous generation, the Blade 98 includes Wilson's FORTYFIVE layup construction, which arranges the carbon fibers at a 45-degree angle to optimize the bending properties. Other features include Direct Connect Technology, which fuses the end cap directly to the handle for a more connected feel. Ultimately, the Blade 16x19 v10 is ideal for intermediate and advanced players looking for controllable power and great feel. The newly tapered beam marks an impressive evolution for the line.",98 in² / 632.26 cm²,27in / 68.58cm,11.4oz / 323g,13in / 33.02cm / 4 pts HL,322,61,21.5mm / 21.5mm / 20.5mm,Carbon/Braided Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Wilson Pro Performance,"16 Mains / 19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",47-57 pounds,,,,,,,,
https://www.tennis-warehouse.com/Wilson_Blade_98_18x20_v10/descpageRCWILSON-WB9818.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB9818-1.jpg&nw=455,Wilson Blade 98 18x20 v10,5.0,1,299.00,"The most control oriented member of the Blade family gets updated with a more powerful beam for 2026. Wilson adds another chapter to the Blade 18x20. Like the previous generation, this update combines a dense 18x20 string pattern with a sub-64 RA and mid-320s swingweight, giving it laser-like targeting, outstanding feel, and enough stability to trade balls with a heavy hitter. The Blade 18x20 v10 also gives experienced players the needed mass-based power to keep their opponent in check. For 2026, Wilson makes one of its biggest design changes since the Blade's inception, introducing the line's first-ever tapered beam. The result is easier power while retaining the surgical control for which this model is known . Additional updates include StableFeel+ technology, which enhances stability and minimizes frame wobble on off-center hits. Wilson also tightens spec tolerances for weight, balance, and swingweight, making it easier to match multiple frames. As with the previous generation, this racquet includes Wilson's FORTYFIVE layup construction, which arranges the carbon fibers at a 45-degree angle to optimize the bending properties. This racquet also features Direct Connect Technology, which fuses the end cap directly to the handle for a more connected feel. With some nice updates to the feel and response, this traditional player's racquet continues to evolve. Intermediate and advanced players looking for surgical control and great feel won't be disappointed.",98 in² / 632.26 cm²,27in / 68.58cm,11.4oz / 323g,13in / 33.02cm / 4 pts HL,325,61,21.5mm / 21.5mm / 20.5mm,Carbon/Braided Graphite,Low,Full,Fast,Green,Wilson Pro Performance,"18 Mains / 20 Crosses Mains skip: 8T,10T,8H,10H One Piece No Shared Holes",47-57 pounds,,,,,,,,
